gate_name,gate_type,output,inputs,input_count,is_sequential,is_constant_input,has_bus_signal,level_to_input,level_to_output,level_to_output_ff,level_to_input_ff
g0,buf,n10[0],n9[0],1,0,0,1,8,0,-1,2
g1,buf,n10[1],n9[1],1,0,0,1,8,0,-1,2
g2,buf,n10[2],n9[2],1,0,0,1,8,0,-1,2
g3,buf,n10[3],n9[3],1,0,0,1,8,0,-1,2
g4,buf,n10[4],n9[4],1,0,0,1,8,0,-1,2
g5,buf,n10[5],n9[5],1,0,0,1,8,0,-1,2
g6,buf,n10[6],n9[6],1,0,0,1,8,0,-1,2
g7,buf,n10[7],n9[7],1,0,0,1,8,0,-1,2
g8,dff,n12,"1'b1, 1'b1, n0, n171",4,1,1,0,11,-1,0,1
g9,dff,n13,"1'b1, 1'b1, n0, n170",4,1,1,0,10,0,0,1
g10,or,n171,"n169, n168",2,0,0,0,10,-1,1,0
g11,nor,n170,"n169, n167",2,0,0,0,9,1,1,0
g12,or,n168,"n30, n166",2,0,0,0,9,-1,2,4
g13,nor,n167,"n29, n165",2,0,0,0,8,2,2,4
g14,nor,n166,"n164, n163",2,0,0,0,8,-1,3,9
g15,nor,n165,"n164, n162",2,0,0,0,7,3,3,8
g16,or,n163,"n143, n161",2,0,0,0,7,-1,4,8
g17,dff,n11,"1'b1, 1'b1, n0, n160",4,1,1,0,4,-1,0,1
g18,or,n162,"n129, n159",2,0,0,0,6,4,4,7
g19,or,n161,"n112, n157",2,0,0,0,6,-1,5,7
g20,or,n160,"n153, n158",2,0,0,0,3,-1,1,0
g21,or,n159,"n127, n156",2,0,0,0,5,5,5,6
g22,or,n158,"n50, n154",2,0,0,0,4,-1,2,4
g23,or,n157,"n118, n155",2,0,0,0,6,-1,6,7
g24,or,n156,"n125, n150",2,0,0,0,5,6,6,6
g25,dff,n9[1],"1'b1, 1'b1, n0, n144",4,1,1,1,7,0,0,1
g26,dff,n9[3],"1'b1, 1'b1, n0, n152",4,1,1,1,7,0,0,1
g27,dff,n9[0],"1'b1, 1'b1, n0, n145",4,1,1,1,7,0,0,1
g28,dff,n9[6],"1'b1, 1'b1, n0, n147",4,1,1,1,7,0,0,1
g29,dff,n9[4],"1'b1, 1'b1, n0, n149",4,1,1,1,7,0,0,1
g30,dff,n9[2],"1'b1, 1'b1, n0, n151",4,1,1,1,7,0,0,1
g31,dff,n9[7],"1'b1, 1'b1, n0, n148",4,1,1,1,7,0,0,1
g32,dff,n9[5],"1'b1, 1'b1, n0, n146",4,1,1,1,7,0,0,1
g33,or,n155,"n137, n138",2,0,0,0,7,-1,7,8
g34,nor,n154,"n54, n142",2,0,0,0,3,-1,3,8
g35,nor,n153,"n42, n140",2,0,0,0,2,-1,2,8
g36,or,n152,"n49, n122",2,0,0,0,6,1,1,0
g37,or,n151,"n45, n128",2,0,0,0,6,1,1,0
g38,or,n150,"n131, n133",2,0,0,0,6,7,7,7
g39,or,n149,"n46, n124",2,0,0,0,6,1,1,0
g40,or,n148,"n52, n139",2,0,0,0,6,1,1,0
g41,or,n147,"n44, n135",2,0,0,0,6,1,1,0
g42,or,n146,"n47, n136",2,0,0,0,6,1,1,0
g43,or,n145,"n53, n141",2,0,0,0,6,1,1,0
g44,or,n144,"n48, n126",2,0,0,0,6,1,1,0
g45,or,n143,"n117, n113",2,0,0,0,6,-1,5,7
g46,not,n142,n141,1,0,0,0,6,-1,4,7
g47,not,n140,n139,1,0,0,0,6,-1,3,7
g48,or,n138,"n115, n114",2,0,0,0,6,-1,8,7
g49,or,n137,"n111, n116",2,0,0,0,6,-1,8,7
g50,nor,n136,"n134, n130",2,0,0,0,5,2,2,6
g51,nor,n135,"n134, n132",2,0,0,0,5,2,2,6
g52,or,n133,"n132, n119",2,0,0,0,5,8,8,6
g53,or,n131,"n123, n130",2,0,0,0,5,8,8,6
g54,or,n129,"n121, n120",2,0,0,0,5,5,5,6
g55,nor,n128,"n134, n127",2,0,0,0,5,2,2,6
g56,nor,n126,"n134, n125",2,0,0,0,5,2,2,6
g57,nor,n124,"n134, n123",2,0,0,0,5,2,2,6
g58,nor,n122,"n134, n121",2,0,0,0,5,2,2,6
g59,nor,n141,"n134, n120",2,0,0,0,5,2,2,6
g60,nor,n139,"n134, n119",2,0,0,0,5,2,2,6
g61,not,n118,n120,1,0,0,0,5,-1,7,6
g62,not,n117,n127,1,0,0,0,5,-1,6,6
g63,not,n116,n130,1,0,0,0,5,-1,9,6
g64,not,n115,n132,1,0,0,0,5,-1,9,6
g65,not,n114,n119,1,0,0,0,5,-1,9,6
g66,not,n113,n121,1,0,0,0,5,-1,6,6
g67,not,n112,n125,1,0,0,0,5,-1,6,6
g68,not,n111,n123,1,0,0,0,5,-1,9,6
g69,nor,n120,"n95, n110",2,0,0,0,4,3,3,5
g70,nor,n127,"n97, n109",2,0,0,0,4,3,3,5
g71,nor,n130,"n99, n107",2,0,0,0,4,3,3,5
g72,nor,n132,"n96, n106",2,0,0,0,4,3,3,5
g73,nor,n119,"n102, n105",2,0,0,0,4,3,3,5
g74,nor,n121,"n98, n104",2,0,0,0,4,3,3,5
g75,nor,n125,"n100, n103",2,0,0,0,4,3,3,5
g76,nor,n123,"n101, n108",2,0,0,0,4,3,3,5
g77,or,n110,"n78, n93",2,0,0,0,6,4,4,4
g78,or,n109,"n72, n91",2,0,0,0,6,4,4,4
g79,or,n108,"n71, n90",2,0,0,0,6,4,4,4
g80,or,n107,"n69, n88",2,0,0,0,6,4,4,4
g81,or,n106,"n85, n89",2,0,0,0,6,4,4,4
g82,or,n105,"n62, n87",2,0,0,0,4,4,4,4
g83,or,n104,"n64, n86",2,0,0,0,6,4,4,4
g84,or,n103,"n81, n94",2,0,0,0,6,4,4,4
g85,or,n102,"n34, n66",2,0,0,0,3,4,4,4
g86,or,n101,"n33, n74",2,0,0,0,3,4,4,4
g87,or,n100,"n36, n83",2,0,0,0,3,4,4,4
g88,or,n99,"n35, n59",2,0,0,0,3,4,4,4
g89,or,n98,"n31, n65",2,0,0,0,3,4,4,4
g90,or,n97,"n39, n76",2,0,0,0,3,4,4,4
g91,or,n96,"n32, n67",2,0,0,0,3,4,4,4
g92,or,n95,"n38, n61",2,0,0,0,3,4,4,-1
g93,nor,n94,"n77, n92",2,0,0,0,5,5,5,3
g94,nor,n93,"n82, n92",2,0,0,0,5,5,5,3
g95,nor,n91,"n80, n92",2,0,0,0,5,5,5,3
g96,nor,n90,"n63, n92",2,0,0,0,5,5,5,3
g97,nor,n89,"n68, n92",2,0,0,0,5,5,5,3
g98,nor,n88,"n70, n92",2,0,0,0,5,5,5,3
g99,nor,n87,"n84, n92",2,0,0,0,5,5,5,3
g100,nor,n86,"n73, n92",2,0,0,0,5,5,5,3
g101,nor,n85,"n84, n79",2,0,0,0,5,5,5,3
g102,nor,n83,"n82, n75",2,0,0,0,5,5,5,3
g103,nor,n81,"n80, n79",2,0,0,0,5,5,5,3
g104,nor,n78,"n77, n79",2,0,0,0,5,5,5,3
g105,nor,n76,"n77, n75",2,0,0,0,5,5,5,3
g106,nor,n74,"n73, n75",2,0,0,0,5,5,5,3
g107,nor,n72,"n73, n79",2,0,0,0,5,5,5,3
g108,nor,n71,"n70, n79",2,0,0,0,5,5,5,3
g109,nor,n69,"n68, n79",2,0,0,0,5,5,5,3
g110,nor,n67,"n70, n75",2,0,0,0,5,5,5,3
g111,nor,n66,"n68, n75",2,0,0,0,5,5,5,3
g112,nor,n65,"n80, n75",2,0,0,0,5,5,5,3
g113,nor,n64,"n63, n79",2,0,0,0,5,5,5,3
g114,nor,n62,"n60, n79",2,0,0,0,3,5,5,-1
g115,nor,n61,"n60, n75",2,0,0,0,3,5,5,-1
g116,nor,n59,"n63, n75",2,0,0,0,5,5,5,3
g117,or,n92,"n4, n58",2,0,0,0,4,6,6,-1
g118,or,n79,"n4, n55",2,0,0,0,4,6,6,-1
g119,or,n75,"n4, n57",2,0,0,0,4,6,6,-1
g120,nor,n58,"n56, n43",2,0,0,0,3,7,7,-1
g121,or,n57,"n56, n41",2,0,0,0,3,7,7,-1
g122,or,n55,"n56, n54",2,0,0,0,3,7,7,-1
g123,nor,n53,"n82, n51",2,0,0,0,9,2,2,3
g124,nor,n52,"n84, n51",2,0,0,0,9,2,2,3
g125,nor,n50,"n20, n51",2,0,0,0,6,-1,3,3
g126,nor,n49,"n73, n51",2,0,0,0,9,2,2,3
g127,nor,n48,"n77, n51",2,0,0,0,9,2,2,3
g128,nor,n47,"n70, n51",2,0,0,0,9,2,2,3
g129,nor,n46,"n63, n51",2,0,0,0,9,2,2,3
g130,nor,n45,"n80, n51",2,0,0,0,9,2,2,3
g131,nor,n44,"n68, n51",2,0,0,0,9,2,2,3
g132,nor,n43,"n42, n40",2,0,0,0,2,8,8,-1
g133,not,n41,n40,1,0,0,0,2,8,8,-1
g134,not,n54,n42,1,0,0,0,2,8,4,-1
g135,nor,n39,"n37, n27",2,0,0,0,2,5,5,-1
g136,nor,n38,"n37, n28",2,0,0,0,2,5,5,-1
g137,nor,n36,"n37, n22",2,0,0,0,2,5,5,-1
g138,nor,n35,"n37, n24",2,0,0,0,2,5,5,-1
g139,nor,n34,"n37, n19",2,0,0,0,2,5,5,-1
g140,nor,n42,"n17, n7[1]",2,0,0,1,1,9,3,-1
g141,or,n134,"n169, n164",2,0,0,0,-1,3,3,-1
g142,nor,n33,"n37, n15",2,0,0,0,2,5,5,-1
g143,nor,n32,"n37, n18",2,0,0,0,2,5,5,-1
g144,nor,n31,"n37, n23",2,0,0,0,2,5,5,-1
g145,nor,n30,"n14, n2",2,0,0,0,13,-1,3,3
g146,nor,n29,"n16, n2",2,0,0,0,12,3,3,3
g147,nor,n40,"n21, n7[0]",2,0,0,1,1,9,9,-1
g148,or,n60,"n25, n26",2,0,0,0,2,6,6,-1
g149,or,n51,"n169, n2",2,0,0,0,-1,3,3,-1
g150,not,n28,n8[0],1,0,0,1,1,6,6,-1
g151,not,n27,n8[2],1,0,0,1,1,6,6,-1
g152,not,n26,n6,1,0,0,0,1,7,7,-1
g153,not,n25,n5,1,0,0,0,-1,7,7,-1
g154,not,n84,n9[7],1,0,0,1,8,3,3,2
g155,not,n82,n9[0],1,0,0,1,8,3,3,2
g156,not,n56,n3,1,0,0,0,-1,8,8,-1
g157,not,n73,n9[3],1,0,0,1,8,3,3,2
g158,not,n77,n9[1],1,0,0,1,8,3,3,2
g159,not,n169,n1,1,0,0,0,-1,2,2,-1
g160,not,n70,n9[5],1,0,0,1,8,3,3,2
g161,not,n80,n9[2],1,0,0,1,8,3,3,2
g162,not,n37,n4,1,0,0,0,-1,6,6,-1
g163,not,n24,n8[5],1,0,0,1,1,6,6,-1
g164,not,n23,n8[3],1,0,0,1,1,6,6,-1
g165,not,n22,n8[1],1,0,0,1,1,6,6,-1
g166,not,n21,n7[1],1,0,0,1,1,10,10,-1
g167,not,n20,n11,1,0,0,0,5,-1,4,2
g168,not,n19,n8[7],1,0,0,1,1,6,6,-1
g169,not,n18,n8[6],1,0,0,1,1,6,6,-1
g170,not,n17,n7[0],1,0,0,1,1,10,4,-1
g171,not,n16,n13,1,0,0,0,11,4,4,2
g172,not,n15,n8[4],1,0,0,1,1,6,6,-1
g173,not,n14,n12,1,0,0,0,12,-1,4,2
g174,not,n164,n2,1,0,0,0,-1,4,4,-1
g175,not,n68,n9[6],1,0,0,1,8,3,3,2
g176,not,n63,n9[4],1,0,0,1,8,3,3,2
